Region,Ankuenfte,Ankuenfte_Change,Uebernachtungen,Uebernachtungen_Change,Aufenthaltslaenge_mean,Sequence
HE_Deutschland,13662,-5.3,41185,-5.6,3.0,200910
HE_Ausland,1617,10.7,3931,20.9,2.4,200910
MV,22008,-0.3,110870,11.4,5.0,200910
MV_Deutschland,21368,-0.3,109064,11.6,5.1,200910
MV_Ausland,640,0.6,1806,-0.2,2.8,200910
NI,49145,10.2,222499,11.3,4.5,200910
NI_Deutschland,46153,10.5,214182,11.1,4.6,200910
NI_Ausland,2992,6.4,8317,19.1,2.8,200910
NW,24100,6.6,66082,-0.2,2.7,200910
NW_Deutschland,20649,6.5,56861,-1.3,2.8,200910
NW_Ausland,3451,6.9,9221,7.0,2.7,200910
RP,42829,2.3,139772,-2.5,3.3,200910
RP_Deutschland,31418,2.6,100121,-1.0,3.2,200910
RP_Ausland,11411,1.5,39651,-6.0,3.5,200910
SL,1353,44.7,3514,49.2,2.6,200910
SL_Deutschland,1182,63.5,3072,58.7,2.6,200910
SL_Ausland,171,-19.3,442,5.5,2.6,200910
SN,5847,-8.4,21193,-6.2,3.6,200910
SN_Deutschland,5361,-12.1,19830,-8.1,3.7,200910
SN_Ausland,486,72.3,1363,32.1,2.8,200910
ST,4756,5.8,13254,-1.3,2.8,200910
ST_Deutschland,4475,5.9,12564,-0.7,2.8,200910
ST_Ausland,281,4.9,690,-12.2,2.5,200910
SH,35396,18.4,106919,8.8,3.0,200910
SH_Deutschland,33393,19.1,102447,9.4,3.1,200910
SH_Ausland,2003,7.9,4472,-3.8,2.2,200910
TH,3149,0.5,9724,11.0,3.1,200910
TH_Deutschland,2936,1.1,9089,11.0,3.1,200910
TH_Ausland,213,-7.0,635,11.6,3.0,200910
BRD,52013,10.2,176479,14.6,3.4,200911
BRD_Deutschland,45461,9.6,157305,13.1,3.5,200911
BRD_Ausland,6552,14.6,19174,29.0,2.9,200911
BW,6833,-15.9,29926,-1.9,4.4,200911
BW_Deutschland,5348,-13.4,25154,-2.7,4.7,200911
BW_Ausland,1485,-23.8,4772,2.7,3.2,200911
BY,10311,-0.5,53045,18.5,5.1,200911
BY_Deutschland,9462,0.3,49726,16.7,5.3,200911
BY_Ausland,849,-9.4,3319,55.5,3.9,200911
BE,295,10.5,964,-12.1,3.3,200911
BE_Deutschland,172,-10.9,580,-27.4,3.4,200911
BE_Ausland,123,66.2,384,28.9,3.1,200911
BR,325,-13.6,1664,31.1,5.1,200911
BR_Deutschland,295,-11.9,1571,42.7,5.3,200911
BR_Ausland,30,-26.8,93,-44.6,3.1,200911
HB,1329,48.5,2400,43.3,1.8,200911
HB_Deutschland,1296,46.8,2332,41.5,1.8,200911
HB_Ausland,33,-999.0,68,-999.0,2.1,200911
HH,-999,-100.0,-999,-100.0,-999.0,200911
HH_Deutschland,-999,-100.0,-999,-100.0,-999.0,200911
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,200911
HE,4178,24.2,13129,29.4,3.1,200911
HE_Deutschland,3958,26.7,12657,30.8,3.2,200911
HE_Ausland,220,-8.3,472,0.6,2.1,200911
MV,1082,-17.5,5350,-25.6,4.9,200911
MV_Deutschland,1018,-21.5,5144,-27.2,5.1,200911
MV_Ausland,64,357.1,206,58.5,3.2,200911
NI,8410,42.7,27795,48.1,3.3,200911
NI_Deutschland,7724,39.0,25637,42.3,3.3,200911
NI_Ausland,686,102.4,2158,188.9,3.1,200911
NW,8430,51.8,17959,26.0,2.1,200911
NW_Deutschland,7194,54.9,15206,24.6,2.1,200911
NW_Ausland,1236,36.3,2753,34.6,2.2,200911
RP,4166,10.9,11471,11.3,2.8,200911
RP_Deutschland,2758,-9.1,7297,1.5,2.6,200911
RP_Ausland,1408,94.7,4174,33.9,3.0,200911
SL,166,7.8,483,-0.4,2.9,200911
SL_Deutschland,-999,-999.0,-999,-999.0,-999.0,200911
SL_Ausland,-999,-999.0,-999,-999.0,-999.0,200911
SN,584,-48.7,1726,-25.7,3.0,200911
SN_Deutschland,521,-51.0,1597,-27.7,3.1,200911
SN_Ausland,63,-999.0,129,13.2,2.0,200911
ST,572,-15.5,1711,-13.0,3.0,200911
ST_Deutschland,550,-16.2,1633,-13.2,3.0,200911
ST_Ausland,22,4.8,78,-7.1,3.5,200911
SH,5048,25.0,7885,19.1,1.6,200911
SH_Deutschland,4758,28.4,7383,26.4,1.6,200911
SH_Ausland,290,-12.9,502,-35.5,1.7,200911
TH,284,-35.0,971,-26.5,3.4,200911
TH_Deutschland,-999,-999.0,-999,-999.0,-999.0,200911
TH_Ausland,-999,-999.0,-999,-999.0,-999.0,200911
BRD,59335,0.5,230793,1.5,3.9,200912
BRD_Deutschland,52053,1.2,210036,1.7,4.0,200912
BRD_Ausland,7282,-4.4,20757,-1.1,2.9,200912
BW,7712,-8.5,35837,2.4,4.6,200912
BW_Deutschland,5591,-10.2,29472,0.8,5.3,200912
BW_Ausland,2121,-3.8,6365,10.8,3.0,200912
BY,13736,-10.6,77465,-6.3,5.6,200912
BY_Deutschland,12107,-9.6,72451,-5.9,6.0,200912
BY_Ausland,1629,-17.9,5014,-12.2,3.1,200912
BE,295,18.0,1266,56.7,4.3,200912
BE_Deutschland,158,16.2,810,48.6,5.1,200912
BE_Ausland,137,20.2,456,73.4,3.3,200912
BR,290,-41.2,1001,-23.4,3.5,200912
BR_Deutschland,-999,-999.0,932,-23.8,-999.0,200912
BR_Ausland,-999,-999.0,69,-16.9,-999.0,200912
HB,1676,56.3,3928,106.5,2.3,200912
HB_Deutschland,1617,51.7,3784,100.3,2.3,200912
HB_Ausland,59,-999.0,144,-999.0,2.4,200912
HH,-999,-999.0,-999,-999.0,-999.0,200912
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,200912
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,200912
HE,4053,8.1,12805,-0.8,3.2,200912
HE_Deutschland,3902,10.7,12379,1.8,3.2,200912
HE_Ausland,151,-32.9,426,-43.0,2.8,200912
MV,2368,-0.3,9267,-8.1,3.9,200912
MV_Deutschland,2360,0.1,9241,-8.0,3.9,200912
MV_Ausland,8,-55.6,26,-43.5,3.3,200912
NI,9337,19.4,35933,11.3,3.8,200912
NI_Deutschland,8995,20.5,34535,11.6,3.8,200912
NI_Ausland,342,-5.3,1398,5.5,4.1,200912
NW,8418,-4.8,21808,1.2,2.6,200912
NW_Deutschland,6976,-4.8,18536,2.1,2.7,200912
NW_Ausland,1442,-4.6,3272,-4.0,2.3,200912
RP,3117,20.6,9616,16.1,3.1,200912
RP_Deutschland,2260,15.5,7107,19.8,3.1,200912
RP_Ausland,857,36.7,2509,6.7,2.9,200912
SL,101,34.7,434,102.8,4.3,200912
SL_Deutschland,88,23.9,413,96.7,4.7,200912
SL_Ausland,13,225.0,21,425.0,1.6,200912
SN,1081,-18.5,5829,15.3,5.4,200912
SN_Deutschland,1051,-19.4,5751,15.0,5.5,200912
SN_Ausland,30,36.4,78,36.8,2.6,200912
ST,630,-24.6,2772,-0.2,4.4,200912
ST_Deutschland,613,-23.6,2742,3.9,4.5,200912
ST_Ausland,17,-50.0,30,-78.1,1.8,200912
SH,6090,16.0,10870,5.9,1.8,200912
SH_Deutschland,5697,18.8,10063,8.7,1.8,200912
SH_Ausland,393,-13.1,807,-19.5,2.1,200912
TH,431,-22.3,1962,-17.1,4.6,200912
TH_Deutschland,403,-23.1,1820,-19.9,4.5,200912
TH_Ausland,28,-9.7,142,49.5,5.1,200912
BRD,39088,5.1,192432,4.7,4.9,201001
BRD_Deutschland,35881,6.7,181724,5.3,5.1,201001
BRD_Ausland,3207,-10.0,10708,-5.4,3.3,201001
BW,5058,-17.9,31199,-6.3,6.2,201001
BW_Deutschland,4182,-16.5,28170,-6.3,6.7,201001
BW_Ausland,876,-24.3,3029,-6.6,3.5,201001
BY,10403,6.9,74821,-1.6,7.2,201001
BY_Deutschland,9669,8.2,72183,-0.8,7.5,201001
BY_Ausland,734,-7.1,2638,-20.0,3.6,201001
BE,-999,-999.0,-999,-999.0,-999.0,201001
BE_Deutschland,-999,-999.0,-999,-999.0,-999.0,201001
BE_Ausland,-999,-999.0,-999,-999.0,-999.0,201001
BR,106,-43.9,344,-60.6,3.2,201001
BR_Deutschland,-999,-999.0,-999,-999.0,3.3,201001
BR_Ausland,-999,-999.0,-999,-999.0,-999.0,201001
HB,-999,-999.0,-999,-999.0,-999.0,201001
HB_Deutschland,-999,-999.0,-999,-999.0,-999.0,201001
HB_Ausland,-999,-999.0,-999,-999.0,-999.0,201001
HH,-999,-999.0,-999,-999.0,-999.0,201001
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201001
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201001
HE,2515,-3.4,9667,-2.8,3.8,201001
HE_Deutschland,2438,-1.5,9484,-1.0,3.9,201001
HE_Ausland,77,-39.8,183,-49.2,2.4,201001
MV,944,-40.8,8402,-1.4,8.9,201001
MV_Deutschland,-999,-999.0,-999,-999.0,8.9,201001
MV_Ausland,-999,-999.0,-999,-999.0,4.8,201001
NI,6266,8.7,26951,31.4,4.3,201001
NI_Deutschland,6021,9.2,25821,30.9,4.3,201001
NI_Ausland,245,-2.4,1130,43.0,4.6,201001
NW,6912,46.8,16339,6.1,2.4,201001
NW_Deutschland,6218,46.6,14697,5.9,2.4,201001
NW_Ausland,694,48.3,1642,8.2,2.4,201001
RP,2474,29.1,7992,30.3,3.2,201001
RP_Deutschland,2056,51.8,6795,42.9,3.3,201001
RP_Ausland,418,-25.8,1197,-13.1,2.9,201001
SL,47,-40.5,369,39.2,7.9,201001
SL_Deutschland,40,-39.4,351,46.3,8.8,201001
SL_Ausland,7,-46.2,18,-28.0,2.6,201001
SN,504,66.3,5382,425.6,10.7,201001
SN_Deutschland,479,65.2,5010,409.7,10.5,201001
SN_Ausland,25,92.3,372,807.3,14.9,201001
ST,622,2.6,2680,-1.2,4.3,201001
ST_Deutschland,603,3.3,2573,-0.2,4.3,201001
ST_Ausland,19,-13.6,107,-999.0,5.6,201001
SH,2038,-18.5,3932,-22.5,1.9,201001
SH_Deutschland,1964,-19.4,3749,-22.6,1.9,201001
SH_Ausland,74,13.8,183,-20.8,2.5,201001
TH,444,-25.5,2498,-16.7,5.6,201001
TH_Deutschland,428,-25.2,-999,-999.0,-999.0,201001
TH_Ausland,16,-33.3,-999,-999.0,-999.0,201001
BRD,34697,-5.0,139541,-1.8,4.0,201002
BRD_Deutschland,29756,-6.3,123144,-2.9,4.1,201002
BRD_Ausland,4941,3.9,16397,7.6,3.3,201002
BW,5238,-4.4,23853,-4.9,4.6,201002
BW_Deutschland,4019,-6.4,19610,-7.5,4.9,201002
BW_Ausland,1219,3.0,4243,8.9,3.5,201002
BY,9433,11.1,54922,7.7,5.8,201002
BY_Deutschland,8318,13.8,49967,7.0,6.0,201002
BY_Ausland,1115,-5.4,4955,14.8,4.4,201002
BE,29,-73.9,93,-79.6,3.2,201002
BE_Deutschland,-999,-999.0,-999,-999.0,-999.0,201002
BE_Ausland,-999,-999.0,-999,-999.0,-999.0,201002
BR,73,-63.3,263,-68.3,3.6,201002
BR_Deutschland,-999,-999.0,-999,-999.0,-999.0,201002
BR_Ausland,-999,-999.0,-999,-999.0,-999.0,201002
HB,581,71.9,1065,78.4,1.8,201002
HB_Deutschland,-999,-999.0,-999,-999.0,-999.0,201002
HB_Ausland,-999,-999.0,-999,-999.0,-999.0,201002
HH,-999,-999.0,-999,-999.0,-999.0,201002
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201002
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201002
HE,2201,-15.0,7125,-20.1,3.2,201002
HE_Deutschland,2009,-15.9,6660,-20.5,3.3,201002
HE_Ausland,192,-3.5,465,-14.8,2.4,201002
MV,453,-51.5,4455,12.2,9.8,201002
MV_Deutschland,-999,-999.0,-999,-999.0,-999.0,201002
MV_Ausland,-999,-999.0,-999,-999.0,-999.0,201002
NI,3943,-15.4,15166,-6.7,3.8,201002
NI_Deutschland,3512,-16.5,13568,-7.1,3.9,201002
NI_Ausland,431,-5.5,1598,-2.8,3.7,201002
NW,5938,0.4,14145,-13.4,2.4,201002
NW_Deutschland,4817,-4.8,11072,-18.1,2.3,201002
NW_Ausland,1121,31.4,3073,9.2,2.7,201002
RP,4174,-0.4,9995,-1.2,2.4,201002
RP_Deutschland,3434,-0.9,8188,-3.9,2.4,201002
RP_Ausland,740,2.1,1807,13.1,2.4,201002
SL,51,-17.7,272,24.2,5.3,201002
SL_Deutschland,-999,-999.0,-999,-999.0,-999.0,201002
SL_Ausland,-999,-999.0,-999,-999.0,-999.0,201002
SN,451,41.8,3272,133.5,7.3,201002
SN_Deutschland,436,38.0,3245,132.0,7.4,201002
SN_Ausland,15,-999.0,27,-999.0,1.8,201002
ST,347,-33.4,1218,-30.6,3.5,201002
ST_Deutschland,330,-34.4,-999,-999.0,-999.0,201002
ST_Ausland,17,-5.6,-999,-999.0,-999.0,201002
SH,1629,-35.9,2995,-31.4,1.8,201002
SH_Deutschland,1571,-36.6,2895,-30.6,1.8,201002
SH_Ausland,58,-9.4,100,-48.7,1.7,201002
TH,156,-15.7,702,-9.2,4.5,201002
TH_Deutschland,156,-999.0,702,-999.0,4.5,201002
TH_Ausland,-999,-999.0,-999,-999.0,-999.0,201002
BRD,94266,34.6,304680,25.9,3.2,201003
BRD_Deutschland,83549,33.6,274665,24.5,3.3,201003
BRD_Ausland,10717,43.4,30015,40.4,2.8,201003
BW,11512,42.8,45792,43.5,4.0,201003
BW_Deutschland,9448,42.4,38364,39.0,4.1,201003
BW_Ausland,2064,44.9,7428,72.6,3.6,201003
BY,12992,14.5,60568,-0.7,4.7,201003
BY_Deutschland,11739,16.6,57241,-1.3,4.9,201003
BY_Ausland,1253,-1.5,3327,11.1,2.7,201003
BE,285,-26.4,670,-57.2,2.4,201003
BE_Deutschland,186,-32.6,496,-50.3,2.7,201003
BE_Ausland,99,-10.8,174,-69.4,1.8,201003
BR,479,38.0,1153,-15.8,2.4,201003
BR_Deutschland,408,32.0,987,-22.5,2.4,201003
BR_Ausland,71,86.8,166,72.9,2.3,201003
HB,1042,2.9,2064,13.6,2.0,201003
HB_Deutschland,994,2.9,1960,13.2,2.0,201003
HB_Ausland,48,2.1,104,22.4,2.2,201003
HH,641,44.7,1172,-999.0,1.8,201003
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201003
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201003
HE,5915,11.1,18423,17.7,3.1,201003
HE_Deutschland,5359,6.8,16442,10.3,3.1,201003
HE_Ausland,556,79.4,1981,165.2,3.6,201003
MV,3928,-1.6,14262,14.3,3.6,201003
MV_Deutschland,3873,-1.2,14121,14.9,3.6,201003
MV_Ausland,55,-23.6,141,-25.4,2.6,201003
NI,22234,40.5,81777,29.1,3.7,201003
NI_Deutschland,20589,43.8,76775,33.1,3.7,201003
NI_Ausland,1645,9.0,5002,-12.1,3.0,201003
NW,14436,51.3,29926,27.7,2.1,201003
NW_Deutschland,12067,41.0,25202,22.6,2.1,201003
NW_Ausland,2369,140.8,4724,64.2,2.0,201003
RP,7920,53.7,19443,66.8,2.5,201003
RP_Deutschland,6232,60.2,14665,66.5,2.4,201003
RP_Ausland,1688,33.8,4778,67.6,2.8,201003
SL,344,85.9,1148,218.9,3.3,201003
SL_Deutschland,260,57.6,812,149.1,3.1,201003
SL_Ausland,84,320.0,336,888.2,4.0,201003
SN,1053,68.5,4138,-999.0,3.9,201003
SN_Deutschland,-999,-999.0,-999,-999.0,-999.0,201003
SN_Ausland,-999,-999.0,-999,-999.0,-999.0,201003
ST,994,39.0,2554,24.1,2.6,201003
ST_Deutschland,912,30.7,2343,15.4,2.6,201003
ST_Ausland,82,382.4,211,653.6,2.6,201003
SH,9970,46.7,19801,73.8,2.0,201003
SH_Deutschland,9383,45.8,18533,74.6,2.0,201003
SH_Ausland,587,62.2,1268,63.0,2.2,201003
TH,521,86.1,1789,49.0,3.4,201003
TH_Deutschland,485,85.1,1653,46.9,3.4,201003
TH_Ausland,36,100.0,136,78.9,3.8,201003
BRD,362457,-14.8,1185289,-16.3,3.3,201004
BRD_Deutschland,308664,-15.4,1040179,-16.2,3.4,201004
BRD_Ausland,53793,-11.6,145110,-16.6,2.7,201004
BW,51263,-14.0,173188,-12.1,3.4,201004
BW_Deutschland,38625,-15.7,139660,-13.6,3.6,201004
BW_Ausland,12638,-8.5,33528,-5.3,2.7,201004
BY,50736,-18.0,183227,-17.5,3.6,201004
BY_Deutschland,42498,-18.3,165136,-17.6,3.9,201004
BY_Ausland,8238,-16.6,18091,-17.2,2.2,201004
BE,536,-68.8,1849,-69.4,3.4,201004
BE_Deutschland,317,-71.4,1050,-73.5,3.3,201004
BE_Ausland,219,-64.0,799,-61.6,3.6,201004
BR,9150,-29.0,26295,-36.9,2.9,201004
BR_Deutschland,8435,-29.1,24325,-37.6,2.9,201004
BR_Ausland,715,-28.1,1970,-26.5,2.8,201004
HB,2752,33.8,4909,28.1,1.8,201004
HB_Deutschland,2699,-999.0,4801,-999.0,1.8,201004
HB_Ausland,53,-999.0,108,-999.0,2.0,201004
HH,3600,27.0,4567,-11.4,1.3,201004
HH_Deutschland,3335,37.9,4027,-10.2,1.2,201004
HH_Ausland,265,-36.3,540,-19.5,2.0,201004
HE,17769,-14.3,54715,-11.6,3.1,201004
HE_Deutschland,15959,-14.8,50162,-12.3,3.1,201004
HE_Ausland,1810,-9.0,4553,-3.7,2.5,201004
MV,22898,-31.8,92267,-25.7,4.0,201004
MV_Deutschland,22085,-30.7,90075,-24.7,4.1,201004
MV_Ausland,813,-51.2,2192,-51.7,2.7,201004
NI,62764,-18.3,248681,-20.1,4.0,201004
NI_Deutschland,57448,-17.8,227105,-19.7,4.0,201004
NI_Ausland,5316,-22.9,21576,-24.1,4.1,201004
NW,37724,10.0,89916,-2.2,2.4,201004
NW_Deutschland,30978,7.5,75359,-1.2,2.4,201004
NW_Ausland,6746,22.7,14557,-6.9,2.2,201004
RP,42067,-0.1,128991,1.1,3.1,201004
RP_Deutschland,29694,2.1,94067,10.4,3.2,201004
RP_Ausland,12373,-5.1,34924,-17.6,2.8,201004
SL,3862,82.9,6631,26.0,1.7,201004
SL_Deutschland,3633,104.6,6232,37.5,1.7,201004
SL_Ausland,229,-31.8,399,-45.3,1.7,201004
SN,6430,-27.6,22550,-23.0,3.5,201004
SN_Deutschland,5731,-28.0,20784,-22.8,3.6,201004
SN_Ausland,699,-23.4,1766,-25.5,2.5,201004
ST,5562,-20.9,13642,-21.3,2.5,201004
ST_Deutschland,5233,-17.0,12882,-18.8,2.5,201004
ST_Ausland,329,-54.9,760,-48.3,2.3,201004
SH,40932,-24.2,120594,-21.9,2.9,201004
SH_Deutschland,38106,-24.7,112962,-22.2,3.0,201004
SH_Ausland,2826,-16.2,7632,-16.3,2.7,201004
TH,4412,-13.0,13267,-19.3,3.0,201004
TH_Deutschland,3888,-12.3,11552,-21.0,3.0,201004
TH_Ausland,524,-18.5,1715,-5.5,3.3,201004
BRD,853508,-7.2,2731712,-5.0,3.2,201005
BRD_Deutschland,729573,-9.1,2382317,-6.1,3.3,201005
BRD_Ausland,123935,5.8,349395,3.2,2.8,201005
BW,96503,-9.5,335896,-1.8,3.5,201005
BW_Deutschland,72821,-12.7,270710,-4.2,3.7,201005
BW_Ausland,23682,2.3,65186,9.3,2.8,201005
BY,119335,-10.4,409692,-3.7,3.4,201005
BY_Deutschland,98088,-12.6,362455,-4.4,3.7,201005
BY_Ausland,21247,1.4,47237,2.0,2.2,201005
BE,2446,-28.5,8106,-25.1,3.3,201005
BE_Deutschland,1452,-31.8,4321,-34.4,3.0,201005
BE_Ausland,994,-23.2,3785,-10.7,3.8,201005
BR,39371,-12.7,113899,-17.1,2.9,201005
BR_Deutschland,36862,-13.5,106722,-18.1,2.9,201005
BR_Ausland,2509,0.0,7177,1.1,2.9,201005
HB,2862,-25.2,5563,-32.5,1.9,201005
HB_Deutschland,2551,-999.0,5007,-999.0,2.0,201005
HB_Ausland,311,-999.0,556,-999.0,1.8,201005
HH,4343,2.2,11336,-1.2,2.6,201005
HH_Deutschland,3614,1.7,9673,-2.8,2.7,201005
HH_Ausland,729,4.7,1663,9.0,2.3,201005
HE,48108,-0.3,138231,2.4,2.9,201005
HE_Deutschland,42862,-0.3,124231,3.1,2.9,201005
HE_Ausland,5246,-1.0,14000,-2.7,2.7,201005
MV,86583,-21.9,299769,-17.1,3.5,201005
MV_Deutschland,82959,-21.9,289030,-16.8,3.5,201005
MV_Ausland,3624,-21.5,10739,-23.7,3.0,201005
NI,138762,1.2,506204,-0.2,3.6,201005
NI_Deutschland,126632,1.2,463281,0.0,3.7,201005
NI_Ausland,12130,2.1,42923,-2.3,3.5,201005
NW,72816,-1.8,181729,-6.1,2.5,201005
NW_Deutschland,60918,-4.8,149226,-7.9,2.4,201005
NW_Ausland,11898,17.5,32503,3.0,2.7,201005
RP,89125,-0.6,264471,-3.4,3.0,201005
RP_Deutschland,59265,-7.0,169701,-7.8,2.9,201005
RP_Ausland,29860,15.2,94770,5.6,3.2,201005
SL,4067,-45.4,16207,-9.3,4.0,201005
SL_Deutschland,3469,-50.1,15166,-9.4,4.4,201005
SL_Ausland,598,20.6,1041,-7.5,1.7,201005
SN,23611,-0.7,71277,1.5,3.0,201005
SN_Deutschland,21395,-0.8,65081,1.5,3.0,201005
SN_Ausland,2216,0.4,6196,2.0,2.8,201005
ST,17731,-11.5,44575,-10.1,2.5,201005
ST_Deutschland,16366,-13.2,41680,-11.2,2.5,201005
ST_Ausland,1365,14.3,2895,8.3,2.1,201005
SH,93270,-2.9,285231,-1.5,3.1,201005
SH_Deutschland,87163,-4.1,270890,-2.5,3.1,201005
SH_Ausland,6107,17.9,14341,20.2,2.3,201005
TH,14575,-7.6,39526,-5.1,2.7,201005
TH_Deutschland,13156,-8.2,35143,-6.5,2.7,201005
TH_Ausland,1419,-1.9,4383,8.3,3.1,201005
BRD,964145,2.4,3074203,-1.8,3.2,201006
BRD_Deutschland,778494,2.0,2577663,-2.6,3.3,201006
BRD_Ausland,185651,4.4,496540,3.1,2.7,201006
BW,115152,-4.4,390156,-3.6,3.4,201006
BW_Deutschland,81869,-4.8,300407,-5.1,3.7,201006
BW_Ausland,33283,-3.3,89749,2.0,2.7,201006
BY,143633,-9.3,460075,-16.0,3.2,201006
BY_Deutschland,106598,-12.6,378938,-19.4,3.6,201006
BY_Ausland,37035,1.9,81137,4.9,2.2,201006
BE,5284,25.8,15841,27.1,3.0,201006
BE_Deutschland,3275,24.0,10227,23.1,3.1,201006
BE_Ausland,2009,28.9,5614,35.0,2.8,201006
BR,37050,-1.2,98615,-7.4,2.7,201006
BR_Deutschland,32674,-1.9,86997,-8.4,2.7,201006
BR_Ausland,4376,4.0,11618,1.3,2.7,201006
HB,4127,24.5,8060,25.2,2.0,201006
HB_Deutschland,-999,-999.0,-999,-999.0,-999.0,201006
HB_Ausland,-999,-999.0,-999,-999.0,-999.0,201006
HH,5329,-6.1,12031,13.4,2.3,201006
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201006
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201006
HE,59356,7.2,155485,5.0,2.6,201006
HE_Deutschland,49894,6.2,131527,3.3,2.6,201006
HE_Ausland,9462,12.4,23958,14.9,2.5,201006
MV,115061,-8.3,461041,-8.0,4.0,201006
MV_Deutschland,105938,-7.4,429097,-7.6,4.1,201006
MV_Ausland,9123,-17.6,31944,-13.5,3.5,201006
NI,139456,10.4,484876,3.1,3.5,201006
NI_Deutschland,117784,11.5,428410,3.4,3.6,201006
NI_Ausland,21672,5.2,56466,1.0,2.6,201006
NW,78187,24.3,176699,14.4,2.3,201006
NW_Deutschland,63608,20.6,140869,12.2,2.2,201006
NW_Ausland,14579,43.4,35830,24.2,2.5,201006
RP,88100,12.1,269665,3.6,3.1,201006
RP_Deutschland,55686,15.2,160917,5.5,2.9,201006
RP_Ausland,32414,7.1,108748,0.8,3.4,201006
SL,10456,84.0,25992,95.7,2.5,201006
SL_Deutschland,9611,91.5,24358,119.9,2.5,201006
SL_Ausland,845,27.5,1634,-26.0,1.9,201006
SN,27026,15.4,71771,11.5,2.7,201006
SN_Deutschland,22659,16.3,59170,12.0,2.6,201006
SN_Ausland,4367,10.6,12601,9.1,2.9,201006
ST,17662,-6.5,40251,-8.8,2.3,201006
ST_Deutschland,14986,-9.2,34184,-11.1,2.3,201006
ST_Ausland,2676,12.6,6067,6.8,2.3,201006
SH,103516,4.1,363726,5.0,3.5,201006
SH_Deutschland,93798,4.4,343023,5.3,3.7,201006
SH_Ausland,9718,0.9,20703,-1.0,2.1,201006
TH,14750,-6.2,39919,3.3,2.7,201006
TH_Deutschland,12153,-9.8,32382,1.5,2.7,201006
TH_Ausland,2597,15.4,7537,12.1,2.9,201006
BRD,1898153,10.7,7191824,9.8,3.8,201007
BRD_Deutschland,1453153,11.0,5957470,9.5,4.1,201007
BRD_Ausland,445000,9.6,1234354,11.2,2.8,201007
BW,207624,9.3,690392,9.4,3.3,201007
BW_Deutschland,122458,13.2,440683,9.8,3.6,201007
BW_Ausland,85166,4.0,249709,8.8,2.9,201007
BY,302493,12.2,928036,12.9,3.1,201007
BY_Deutschland,191375,17.0,694734,14.4,3.6,201007
BY_Ausland,111118,4.8,233302,8.7,2.1,201007
BE,8258,-26.0,25014,-21.1,3.0,201007
BE_Deutschland,3434,-31.4,10548,-29.2,3.1,201007
BE_Ausland,4824,-21.7,14466,-13.8,3.0,201007
BR,88890,11.7,293560,9.0,3.3,201007
BR_Deutschland,79130,11.4,269455,8.7,3.4,201007
BR_Ausland,9760,14.7,24105,11.6,2.5,201007
HB,3595,-999.0,6670,-999.0,1.9,201007
HB_Deutschland,-999,-999.0,4265,-999.0,-999.0,201007
HB_Ausland,-999,-999.0,2405,-999.0,-999.0,201007
HH,5407,-999.0,13905,-999.0,2.6,201007
HH_Deutschland,-999,-999.0,10819,-999.0,-999.0,201007
HH_Ausland,-999,-999.0,3086,-999.0,-999.0,201007
HE,85304,2.8,270516,3.8,3.2,201007
HE_Deutschland,65103,2.0,217699,4.4,3.3,201007
HE_Ausland,20201,5.4,52817,1.4,2.6,201007
MV,315304,9.7,1626435,15.7,5.2,201007
MV_Deutschland,294672,9.7,1557638,16.0,5.3,201007
MV_Ausland,20632,9.9,68797,9.4,3.3,201007
NI,249799,8.9,1034920,4.8,4.1,201007
NI_Deutschland,199940,8.9,903215,4.2,4.5,201007
NI_Ausland,49859,8.7,131705,8.9,2.6,201007
NW,114464,18.6,279495,2.1,2.4,201007
NW_Deutschland,89404,16.5,211409,-0.3,2.4,201007
NW_Ausland,25060,27.1,68086,10.5,2.7,201007
RP,131875,13.6,471437,9.3,3.6,201007
RP_Deutschland,67778,10.1,209968,1.0,3.1,201007
RP_Ausland,64097,17.5,261469,17.0,4.1,201007
SL,10805,12.9,33386,19.0,3.1,201007
SL_Deutschland,9308,10.6,29332,15.3,3.2,201007
SL_Ausland,1497,29.5,4054,55.4,2.7,201007
SN,48762,23.7,148264,17.9,3.0,201007
SN_Deutschland,39528,23.1,123080,17.3,3.1,201007
SN_Ausland,9234,26.5,25184,21.1,2.7,201007
ST,30702,2.2,79501,3.1,2.6,201007
ST_Deutschland,24940,1.3,67831,1.6,2.7,201007
ST_Ausland,5762,6.3,11670,12.9,2.0,201007
SH,255827,14.5,1171278,9.7,4.6,201007
SH_Deutschland,225951,12.9,1100228,8.7,4.9,201007
SH_Ausland,29876,27.6,71050,27.6,2.4,201007
TH,39044,9.2,119015,4.7,3.0,201007
TH_Deutschland,34061,8.8,106566,4.0,3.1,201007
TH_Ausland,4983,11.6,12449,11.6,2.5,201007
