Region,Ankuenfte,Uebernachtungen,Aufenthaltslaenge_mean,Sequence
Ausland,439,1076,2.5,1910
Schleswig Holstein,66233,211495,3.2,1910
Deutschland ,63140,205121,3.2,1910
Ausland,3093,6374,2.1,1910
TH,9534,24428,2.6,1910
Deutschland ,9225,23628,2.6,1910
Ausland,309,800,2.6,1910
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1910
Deutschland ,123424,328873,2.7,1911
Ausland,15421,36038,2.3,1911
BW,26095,72325,2.8,1911
Deutschland ,20103,59952,3.0,1911
Ausland,5992,12373,2.1,1911
BY,21407,68897,3.2,1911
Deutschland ,19683,64381,3.3,1911
Ausland,1724,4516,2.6,1911
BE,971,3192,3.3,1911
Deutschland ,845,2823,3.3,1911
Ausland,126,369,2.9,1911
BR,2584,6715,2.6,1911
Deutschland ,2394,5910,2.5,1911
Ausland,190,805,4.2,1911
HB,2593,6966,2.7,1911
Deutschland ,,,,1911
Ausland,,,,1911
HH,2549,3494,1.4,1911
Deutschland ,,,,1911
Ausland,,,,1911
HE,6444,14534,2.3,1911
Deutschland ,6220,13991,2.2,1911
Ausland,224,543,2.4,1911
MV,5628,18060,3.2,1911
Deutschland ,5424,17619,3.2,1911
Ausland,204,441,2.2,1911
NI,20106,58996,2.9,1911
Deutschland ,19146,55520,2.9,1911
Ausland,960,3476,3.6,1911
NW,21449,47343,2.2,1911
Deutschland ,18743,41381,2.2,1911
Ausland,2706,5962,2.2,1911
RP,12744,26378,2.1,1911
Deutschland ,10955,22100,2.0,1911
Ausland,1789,4278,2.4,1911
SL,630,1317,2.1,1911
Deutschland ,545,1114,2.0,1911
Ausland,85,203,2.4,1911
SN,1843,6793,3.7,1911
Deutschland ,1733,6446,3.7,1911
Ausland,110,347,3.2,1911
ST,1608,4212,2.6,1911
Deutschland ,1537,3920,2.6,1911
Ausland,71,292,4.1,1911
Schleswig Holstein,10432,21486,2.1,1911
Deutschland ,9703,19933,2.1,1911
Ausland,729,1553,2.1,1911
TH,1762,4203,2.4,1911
Deutschland ,1728,4140,2.4,1911
Ausland,34,63,1.9,1911
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1911
Deutschland ,151480,445006,2.9,1912
Ausland,16487,38883,2.4,1912
BW,29748,82868,2.8,1912
Deutschland ,21674,66877,3.1,1912
Ausland,8074,15991,2.0,1912
BY,29282,110826,3.8,1912
Deutschland ,27351,105184,3.8,1912
Ausland,1931,5642,2.9,1912
BE,797,2735,3.4,1912
Deutschland ,613,2185,3.6,1912
Ausland,184,550,3.0,1912
BR,2200,6001,2.7,1912
Deutschland ,2019,5040,2.5,1912
Ausland,181,961,5.3,1912
HB,3649,8365,2.3,1912
Deutschland ,,,,1912
Ausland,,,,1912
HH,3041,4315,1.4,1912
Deutschland ,,,,1912
Ausland,,,,1912
HE,5493,14235,2.6,1912
Deutschland ,5336,13820,2.6,1912
Ausland,157,415,2.6,1912
MV,12142,42638,3.5,1912
Deutschland ,11998,42193,3.5,1912
Ausland,144,445,3.1,1912
NI,25706,74361,2.9,1912
Deutschland ,24751,70723,2.9,1912
Ausland,955,3638,3.8,1912
NW,20772,50032,2.4,1912
Deutschland ,18092,43950,2.4,1912
Ausland,2680,6082,2.3,1912
RP,10151,25202,2.5,1912
Deutschland ,9169,22763,2.5,1912
Ausland,982,2439,2.5,1912
SL,546,1062,1.9,1912
Deutschland ,469,923,2.0,1912
Ausland,77,139,1.8,1912
SN,1915,6703,3.5,1912
Deutschland ,1852,6500,3.5,1912
Ausland,63,203,3.2,1912
ST,1851,4684,2.5,1912
Deutschland ,1830,4631,2.5,1912
Ausland,21,53,2.5,1912
Schleswig Holstein,18854,44559,2.4,1912
Deutschland ,18364,43258,2.4,1912
Ausland,490,1301,2.7,1912
TH,1820,5303,2.9,1912
Deutschland ,1781,5196,2.9,1912
Ausland,39,107,2.7,1912
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1912
Deutschland ,95471,312039,3.3,2001
Ausland,9000,23245,2.6,2001
BW,18723,58834,3.1,2001
Deutschland ,14842,50100,3.4,2001
Ausland,3881,8734,2.3,2001
BY,22920,91747,4.0,2001
Deutschland ,21315,87052,4.1,2001
Ausland,1605,4695,2.9,2001
BE,478,1283,2.7,2001
Deutschland ,413,1153,2.8,2001
Ausland,65,130,2.0,2001
BR,1654,4943,3.0,2001
Deutschland ,1521,4189,2.8,2001
Ausland,133,754,5.7,2001
HB,,,,2001
Deutschland ,,,,2001
Ausland,,,,2001
HH,,,,2001
Deutschland ,,,,2001
Ausland,,,,2001
HE,4641,10352,2.2,2001
Deutschland ,4512,10008,2.2,2001
Ausland,129,344,2.7,2001
MV,4207,18992,4.5,2001
Deutschland ,4126,18806,4.6,2001
Ausland,81,186,2.3,2001
NI,14470,48087,3.3,2001
Deutschland ,14090,46405,3.3,2001
Ausland,380,1682,4.4,2001
NW,14315,46471,3.2,2001
Deutschland ,12544,42493,3.4,2001
Ausland,1771,3978,2.2,2001
RP,5638,12443,2.2,2001
Deutschland ,5052,10873,2.2,2001
Ausland,586,1570,2.7,2001
SL,445,804,1.8,2001
Deutschland ,389,720,1.9,2001
Ausland,56,84,1.5,2001
SN,807,3370,4.2,2001
Deutschland ,794,3326,4.2,2001
Ausland,13,44,3.4,2001
ST,1152,3256,2.8,2001
Deutschland ,1134,3182,2.8,2001
Ausland,18,74,4.1,2001
Schleswig Holstein,9642,22677,2.4,2001
Deutschland ,9438,21888,2.3,2001
Ausland,204,789,3.9,2001
TH,1376,4436,3.2,2001
Deutschland ,1359,4392,3.2,2001
Ausland,17,44,2.6,2001
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,2001
Deutschland ,97697,285606,2.9,2002
Ausland,9412,25406,2.7,2002
BW,18399,54901,3.0,2002
Deutschland ,15381,47721,3.1,2002
Ausland,3018,7180,2.4,2002
BY,23300,81581,3.5,2002
Deutschland ,21244,75342,3.5,2002
Ausland,2056,6239,3.0,2002
BE,481,1895,3.9,2002
Deutschland ,433,1720,4.0,2002
Ausland,48,175,3.6,2002
BR,2632,7319,2.8,2002
Deutschland ,2365,6031,2.6,2002
Ausland,267,1288,4.8,2002
HB,1261,3095,2.5,2002
Deutschland ,,,,2002
Ausland,,,,2002
HH,2113,3605,1.7,2002
Deutschland ,,,,2002
Ausland,,,,2002
HE,5052,11745,2.3,2002
Deutschland ,4864,11230,2.3,2002
Ausland,188,515,2.7,2002
MV,3196,10631,3.3,2002
Deutschland ,3135,10514,3.4,2002
Ausland,61,117,1.9,2002
NI,14757,41269,2.8,2002
Deutschland ,14242,39525,2.8,2002
Ausland,515,1744,3.4,2002
NW,15991,49651,3.1,2002
Deutschland ,13994,44432,3.2,2002
Ausland,1997,5219,2.6,2002
RP,8305,17556,2.1,2002
Deutschland ,7614,16081,2.1,2002
Ausland,691,1475,2.1,2002
SL,536,1027,1.9,2002
Deutschland ,469,887,1.9,2002
Ausland,67,140,2.1,2002
SN,734,2606,3.6,2002
Deutschland ,,,,2002
Ausland,,,,2002
ST,1183,2689,2.3,2002
Deutschland ,1170,2673,2.3,2002
Ausland,13,16,1.2,2002
Schleswig Holstein,7799,18309,2.3,2002
Deutschland ,7589,17435,2.3,2002
Ausland,210,874,4.2,2002
TH,1370,3133,2.3,2002
Deutschland ,1328,3018,2.3,2002
Ausland,42,115,2.7,2002
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,2002
Deutschland ,67914,190953,2.8,2003
Ausland,4981,13821,2.8,2003
BW,11124,35781,3.2,2003
Deutschland ,9605,32063,3.3,2003
Ausland,1519,3718,2.4,2003
BY,12614,46439,3.7,2003
Deutschland ,11858,43891,3.7,2003
Ausland,756,2548,3.4,2003
BE,286,1288,4.5,2003
Deutschland ,260,1174,4.5,2003
Ausland,26,114,4.4,2003
BR,976,2888,3.0,2003
Deutschland ,908,2174,2.4,2003
Ausland,68,714,10.5,2003
HB,1268,3835,3.0,2003
Deutschland ,,,,2003
Ausland,,,,2003
HH,935,1438,1.5,2003
Deutschland ,,,,2003
Ausland,,,,2003
HE,4028,7888,2.0,2003
Deutschland ,3853,7467,1.9,2003
Ausland,175,421,2.4,2003
MV,3339,10008,3.0,2003
Deutschland ,3275,9909,3.0,2003
Ausland,64,99,1.5,2003
NI,11421,36429,3.2,2003
Deutschland ,11123,35031,3.1,2003
Ausland,298,1398,4.7,2003
NW,9046,20851,2.3,2003
Deutschland ,7788,18307,2.4,2003
Ausland,1258,2544,2.0,2003
RP,5147,9927,1.9,2003
Deutschland ,4682,8924,1.9,2003
Ausland,465,1003,2.2,2003
SL,201,491,2.4,2003
Deutschland ,177,389,2.2,2003
Ausland,24,102,4.3,2003
SN,1107,2832,2.6,2003
Deutschland ,1084,2785,2.6,2003
Ausland,23,47,2.0,2003
ST,1167,3009,2.6,2003
Deutschland ,,,,2003
Ausland,,,,2003
Schleswig Holstein,9374,19215,2.0,2003
Deutschland ,9204,18874,2.1,2003
Ausland,170,341,2.0,2003
TH,862,2455,2.8,2003
Deutschland ,,,,2003
Ausland,,,,2003
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,2003
Deutschland ,3472,21855,6.3,2004
Ausland,170,1674,9.8,2004
BW,334,2939,8.8,2004
Deutschland ,288,2795,9.7,2004
Ausland,46,144,3.1,2004
BY,378,2651,7.0,2004
Deutschland ,337,2485,7.4,2004
Ausland,41,166,4.0,2004
BE,26,338,13.0,2004
Deutschland ,26,338,13.0,2004
Ausland,,,,2004
BR,55,846,15.4,2004
Deutschland ,,,,2004
Ausland,,,,2004
HB,,,,2004
Deutschland ,,,,2004
Ausland,,,,2004
HH,,,,2004
Deutschland ,,,,2004
Ausland,,,,2004
HE,347,1127,3.2,2004
Deutschland ,347,1127,3.2,2004
Ausland,,,,2004
MV,31,420,13.5,2004
Deutschland ,31,420,13.5,2004
Ausland,,,,2004
NI,554,6367,11.5,2004
Deutschland ,544,6205,11.4,2004
Ausland,10,162,16.2,2004
NW,825,3176,3.8,2004
Deutschland ,817,3089,3.8,2004
Ausland,8,87,10.9,2004
RP,39,155,4.0,2004
Deutschland ,39,155,4.0,2004
Ausland,,,,2004
SL,,,,2004
Deutschland ,,,,2004
Ausland,,,,2004
SN,325,1116,3.4,2004
Deutschland ,325,1114,3.4,2004
Ausland,,,,2004
ST,,,,2004
Deutschland ,,,,2004
Ausland,,,,2004
Schleswig Holstein,,,,2004
Deutschland ,,,,2004
Ausland,,,,2004
TH,27,139,5.1,2004
Deutschland ,27,139,5.1,2004
Ausland,,,,2004
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,2004
Deutschland ,607626,1893549,3.1,2005
Ausland,8632,24711,2.9,2005
BW,58916,160300,2.7,2005
Deutschland ,58182,158151,2.7,2005
Ausland,734,2149,2.9,2005
BY,30462,59225,1.9,2005
Deutschland ,30217,58681,1.9,2005
Ausland,245,544,2.2,2005
BE,1291,4036,3.1,2005
Deutschland ,1283,4018,3.1,2005
Ausland,8,18,2.3,2005
BR,31369,101644,3.2,2005
Deutschland ,31284,100918,3.2,2005
Ausland,85,726,8.5,2005
HB,2053,5637,2.7,2005
Deutschland ,,,,2005
Ausland,,,,2005
HH,1895,5271,2.8,2005
Deutschland ,,,,2005
Ausland,,,,2005
HE,36610,94791,2.6,2005
Deutschland ,36027,93142,2.6,2005
Ausland,583,1649,2.8,2005
MV,58716,219795,3.7,2005
Deutschland ,57101,215024,3.8,2005
Ausland,1615,4771,3.0,2005
NI,111413,442489,4.0,2005
Deutschland ,110427,439311,4.0,2005
Ausland,986,3178,3.2,2005
NW,60733,173723,2.9,2005
Deutschland ,59621,170882,2.9,2005
Ausland,1112,2841,2.6,2005
RP,64759,173533,2.7,2005
Deutschland ,62411,167322,2.7,2005
Ausland,2348,6211,2.6,2005
SL,2384,6455,2.7,2005
Deutschland ,2310,6298,2.7,2005
Ausland,74,157,2.1,2005
SN,20905,62893,3.0,2005
Deutschland ,20361,61524,3.0,2005
Ausland,544,1369,2.5,2005
ST,11433,34246,3.0,2005
Deutschland ,11397,33907,3.0,2005
Ausland,36,339,9.4,2005
Schleswig Holstein,107717,330670,3.1,2005
Deutschland ,107567,330258,3.1,2005
Ausland,150,412,2.7,2005
TH,15602,43552,2.8,2005
Deutschland ,15498,43223,2.8,2005
Ausland,104,329,3.2,2005
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,2005
Deutschland ,1496923,5289415,3.5,2006
Ausland,66199,185189,2.8,2006
BW,183548,604459,3.3,2006
Deutschland ,168639,566967,3.4,2006
Ausland,14909,37492,2.5,2006
BY,238538,866951,3.6,2006
Deutschland ,230560,848632,3.7,2006
Ausland,7978,18319,2.3,2006
BE,3363,10408,3.1,2006
Deutschland ,3207,9840,3.1,2006
Ausland,156,568,3.6,2006
BR,84501,252030,3.0,2006
Deutschland ,83539,249194,3.0,2006
Ausland,962,2836,2.9,2006
HB,6090,13221,2.2,2006
Deutschland ,5962,12988,2.2,2006
Ausland,128,233,1.8,2006
HH,4219,11072,2.6,2006
Deutschland ,4063,10699,2.6,2006
Ausland,156,373,2.4,2006
HE,67670,167031,2.5,2006
Deutschland ,65714,161949,2.5,2006
Ausland,1956,5082,2.6,2006
MV,208240,977325,4.7,2006
Deutschland ,202967,958941,4.7,2006
Ausland,5273,18384,3.5,2006
NI,201030,782686,3.9,2006
Deutschland ,193882,759185,3.9,2006
Ausland,7148,23501,3.3,2006
NW,100428,276466,2.8,2006
Deutschland ,93809,259865,2.8,2006
Ausland,6619,16601,2.5,2006
RP,132064,390454,3.0,2006
Deutschland ,118074,347905,2.9,2006
Ausland,13990,42549,3.0,2006
SL,6566,17374,2.6,2006
Deutschland ,5922,15855,2.7,2006
Ausland,644,1519,2.4,2006
SN,48262,143981,3.0,2006
Deutschland ,46545,138993,3.0,2006
Ausland,1717,4988,2.9,2006
ST,34370,85221,2.5,2006
Deutschland ,33764,83533,2.5,2006
Ausland,606,1688,2.8,2006
Schleswig Holstein,212710,793025,3.7,2006
Deutschland ,209447,783825,3.7,2006
Ausland,3263,9200,2.8,2006
TH,31523,82900,2.6,2006
Deutschland ,30829,81044,2.6,2006
Ausland,694,1856,2.7,2006
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,2006
Deutschland ,2044568,7769256,3.8,2007
Ausland,258690,799659,3.1,2007
BW,279442,901782,3.2,2007
Deutschland ,215689,701488,3.3,2007
Ausland,63753,200294,3.1,2007
BY,430030,1394709,3.2,2007
Deutschland ,380609,1278496,3.4,2007
Ausland,49421,116213,2.4,2007
BE,6273,21728,3.5,2007
Deutschland ,5390,17863,3.3,2007
Ausland,883,3865,4.4,2007
BR,123452,434378,3.5,2007
Deutschland ,119052,420155,3.5,2007
Ausland,4400,14223,3.2,2007
HB,6324,11239,1.8,2007
Deutschland ,,,,2007
Ausland,,,,2007
HH,6846,18985,2.8,2007
Deutschland ,,,,2007
Ausland,,,,2007
HE,108946,280885,2.6,2007
Deutschland ,99209,254661,2.6,2007
Ausland,9737,26224,2.7,2007
MV,289818,1580480,5.5,2007
Deutschland ,277825,1537586,5.5,2007
Ausland,11993,42894,3.6,2007
NI,273898,1084697,4.0,2007
Deutschland ,250179,999791,4.0,2007
Ausland,23719,84906,3.6,2007
NW,137608,416763,3.0,2007
Deutschland ,119061,366817,3.1,2007
Ausland,18547,49946,2.7,2007
RP,199362,639854,3.2,2007
Deutschland ,148763,450033,3.0,2007
Ausland,50599,189821,3.8,2007
SL,13833,40570,2.9,2007
Deutschland ,11197,34248,3.1,2007
Ausland,2636,6322,2.4,2007
SN,74085,247322,3.3,2007
Deutschland ,68796,232619,3.4,2007
Ausland,5289,14703,2.8,2007
ST,50934,144795,2.8,2007
Deutschland ,48473,136900,2.8,2007
Ausland,2461,7895,3.2,2007
Schleswig Holstein,251142,1209574,4.8,2007
Deutschland ,240499,1179078,4.9,2007
Ausland,10643,30496,2.9,2007
TH,51265,141154,2.8,2007
Deutschland ,48330,133053,2.8,2007
Ausland,2935,8101,2.8,2007
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,2007
Deutschland ,2199977,8423633,3.8,2008
Ausland,234845,729731,3.1,2008
BW,293998,1066675,3.6,2008
Deutschland ,240182,903743,3.8,2008
Ausland,53816,162932,3.0,2008
BY,458725,1629995,3.6,2008
Deutschland ,419773,1539241,3.7,2008
Ausland,38952,90754,2.3,2008
BE,7385,25919,3.5,2008
Deutschland ,6716,22720,3.4,2008
Ausland,669,3199,4.8,2008
BR,129096,459652,3.6,2008
Deutschland ,125681,448883,3.6,2008
Ausland,3415,10769,3.2,2008
HB,6928,13588,2.0,2008
Deutschland ,6169,12278,2.0,2008
Ausland,759,1310,1.7,2008
HH,8106,19929,2.5,2008
Deutschland ,7548,18363,2.4,2008
Ausland,558,1566,2.8,2008
HE,103972,274363,2.6,2008
Deutschland ,95819,252289,2.6,2008
Ausland,8153,22074,2.7,2008
MV,310943,1577815,5.1,2008
Deutschland ,298707,1535579,5.1,2008
Ausland,12236,42236,3.5,2008
NI,290206,1159107,4.0,2008
Deutschland ,271202,1090835,4.0,2008
Ausland,19004,68272,3.6,2008
NW,138985,390472,2.8,2008
Deutschland ,118858,335387,2.8,2008
Ausland,20127,55085,2.7,2008
RP,205534,680448,3.3,2008
Deutschland ,150459,467968,3.1,2008
Ausland,55075,212480,3.9,2008
SL,13149,40571,3.1,2008
Deutschland ,10183,32700,3.2,2008
Ausland,2966,7871,2.7,2008
SN,78063,268651,3.4,2008
Deutschland ,73037,254089,3.5,2008
Ausland,5026,14562,2.9,2008
ST,60796,175592,2.9,2008
Deutschland ,58507,169205,2.9,2008
Ausland,2289,6387,2.8,2008
Schleswig Holstein,274701,1211466,4.4,2008
Deutschland ,264935,1187737,4.5,2008
Ausland,9766,23729,2.4,2008
TH,54235,159121,2.9,2008
Deutschland ,52201,152616,2.9,2008
Ausland,2034,6505,3.2,2008
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,2008
Deutschland ,1486873,4809329,3.2,2009
Ausland,143091,384101,2.7,2009
BW,213920,689110,3.2,2009
Deutschland ,178804,597369,3.3,2009
Ausland,35116,91741,2.6,2009
BY,318194,1032049,3.2,2009
Deutschland ,296455,982102,3.3,2009
Ausland,21739,49947,2.3,2009
BE,3140,9728,3.1,2009
Deutschland ,2866,8698,3.0,2009
Ausland,274,1030,3.8,2009
BR,61418,173571,2.8,2009
Deutschland ,60224,170664,2.8,2009
Ausland,1194,2907,2.4,2009
HB,6283,11933,1.9,2009
Deutschland ,5981,11429,1.9,2009
Ausland,302,504,1.7,2009
HH,6104,12129,2.0,2009
Deutschland ,5779,11312,2.0,2009
Ausland,325,817,2.5,2009
HE,69198,155120,2.2,2009
Deutschland ,64631,143860,2.2,2009
Ausland,4567,11260,2.5,2009
MV,188231,780109,4.1,2009
Deutschland ,181742,760540,4.2,2009
Ausland,6489,19569,3.0,2009
NI,192908,614704,3.2,2009
Deutschland ,181325,580736,3.2,2009
Ausland,11583,33968,2.9,2009
NW,96975,238379,2.5,2009
Deutschland ,84332,210887,2.5,2009
Ausland,12643,27492,2.2,2009
RP,172965,492147,2.8,2009
Deutschland ,136299,377891,2.8,2009
Ausland,36666,114256,3.1,2009
SL,7092,18280,2.6,2009
Deutschland ,5191,13897,2.7,2009
Ausland,1901,4383,2.3,2009
SN,42922,133247,3.1,2009
Deutschland ,40769,127407,3.1,2009
Ausland,2153,5840,2.7,2009
ST,37767,97481,2.6,2009
Deutschland ,36297,93686,2.6,2009
Ausland,1470,3795,2.6,2009
Schleswig Holstein,182297,662071,3.6,2009
Deutschland ,176922,648902,3.7,2009
Ausland,5375,13169,2.5,2009
TH,30550,73372,2.4,2009
Deutschland ,29256,69949,2.4,2009
Ausland,1294,3423,2.6,2009
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,2009
Deutschland ,824168,2706583,3.3,2010
Ausland,34422,89427,2.6,2010
BW,100809,305487,3.0,2010
Deutschland ,88337,274447,3.1,2010
Ausland,12472,31040,2.5,2010
BY,144154,445222,3.1,2010
Deutschland ,138507,430730,3.1,2010
Ausland,5647,14492,2.6,2010
BE,1099,3897,3.5,2010
Deutschland ,1008,3547,3.5,2010
Ausland,91,350,3.8,2010
BR,31105,91747,2.9,2010
Deutschland ,30917,91225,3.0,2010
Ausland,188,522,2.8,2010
HB,2963,6890,2.3,2010
Deutschland ,2859,6530,2.3,2010
Ausland,104,360,3.5,2010
HH,2660,5218,2.0,2010
Deutschland ,2604,5070,1.9,2010
Ausland,56,148,2.6,2010
HE,32597,73408,2.3,2010
Deutschland ,31986,72062,2.3,2010
Ausland,611,1346,2.2,2010
MV,90997,365872,4.0,2010
Deutschland ,89264,361277,4.0,2010
Ausland,1733,4595,2.7,2010
NI,129064,487186,3.8,2010
Deutschland ,126467,479067,3.8,2010
Ausland,2597,8119,3.1,2010
NW,57490,166610,2.9,2010
Deutschland ,55238,161679,2.9,2010
Ausland,2252,4931,2.2,2010
RP,87192,268317,3.1,2010
Deutschland ,81590,252071,3.1,2010
Ausland,5602,16246,2.9,2010
SL,1231,3950,3.2,2010
Deutschland ,1084,3548,3.3,2010
Ausland,147,402,2.7,2010
SN,28892,90792,3.1,2010
Deutschland ,28458,89743,3.2,2010
Ausland,434,1049,2.4,2010
ST,19803,54570,2.8,2010
Deutschland ,19502,53957,2.8,2010
Ausland,301,613,2.0,2010
Schleswig Holstein,107612,374363,3.5,2010
Deutschland ,105780,369870,3.5,2010
Ausland,1832,4493,2.5,2010
TH,20922,52481,2.5,2010
Deutschland ,20567,51760,2.5,2010
Ausland,355,721,2.0,2010
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,2010
Deutschland ,12052,47075,3.9,2011
Ausland,490,3068,6.3,2011
BW,1638,8067,4.9,2011
Deutschland ,1442,6547,4.5,2011
Ausland,196,1520,7.8,2011
BY,3039,10712,3.5,2011
Deutschland ,2986,10557,3.5,2011
Ausland,53,155,2.9,2011
BE,98,434,4.4,2011
Deutschland ,,,,2011
Ausland,,,,2011
BR,188,832,4.4,2011
Deutschland ,184,771,4.2,2011
Ausland,4,61,15.3,2011
HB,,,,2011
Deutschland ,,,,2011
Ausland,,,,2011
HH,,,,2011
Deutschland ,,,,2011
Ausland,,,,2011
HE,810,1605,2.0,2011
Deutschland ,,,,2011
Ausland,,,,2011
MV,270,2058,7.6,2011
Deutschland ,,,,2011
Ausland,,,,2011
NI,1352,8630,6.4,2011
Deutschland ,1339,8203,6.1,2011
Ausland,13,427,32.8,2011
NW,2377,7836,3.3,2011
Deutschland ,2187,7377,3.4,2011
Ausland,190,459,2.4,2011
RP,723,1196,1.7,2011
Deutschland ,714,1113,1.6,2011
Ausland,9,83,9.2,2011
SL,31,140,4.5,2011
Deutschland ,,,,2011
Ausland,,,,2011
SN,107,331,3.1,2011
Deutschland ,,,,2011
Ausland,,,,2011
ST,190,1045,5.5,2011
Deutschland ,190,1045,5.5,2011
Ausland,,,,2011
Schleswig Holstein,1331,4715,3.5,2011
Deutschland ,,,,2011
Ausland,,,,2011
TH,152,442,2.9,2011
Deutschland ,152,442,2.9,2011
Ausland,,,,2011
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,2011
Deutschland ,3927,22742,5.8,2012
Ausland,181,1244,6.9,2012
BW,659,3584,5.4,2012
Deutschland ,623,3241,5.2,2012
Ausland,36,343,9.5,2012
BY,440,4483,10.2,2012
Deutschland ,433,4418,10.2,2012
Ausland,7,65,9.3,2012
BE,41,319,7.8,2012
Deutschland ,,,,2012
Ausland,,,,2012
BR,35,107,3.1,2012
Deutschland ,,,,2012
Ausland,,,,2012
HB,,,,2012
Deutschland ,,,,2012
Ausland,,,,2012
HH,,,,2012
Deutschland ,,,,2012
Ausland,,,,2012
HE,611,1340,2.2,2012
Deutschland ,,,,2012
Ausland,,,,2012
MV,75,110,1.5,2012
Deutschland ,75,110,1.5,2012
Ausland,,,,2012
NI,470,3550,7.6,2012
Deutschland ,464,3326,7.2,2012
Ausland,6,224,37.3,2012
NW,756,2753,3.6,2012
Deutschland ,733,2627,3.6,2012
Ausland,23,126,5.5,2012
RP,104,368,3.5,2012
Deutschland ,,358,,2012
Ausland,,10,,2012
SL,,,,2012
Deutschland ,,,,2012
Ausland,,,,2012
SN,,42,,2012
Deutschland ,,42,,2012
Ausland,,,,2012
ST,55,553,10.1,2012
Deutschland ,55,553,10.1,2012
Ausland,,,,2012
Schleswig Holstein,695,4722,6.8,2012
Deutschland ,,,,2012
Ausland,,,,2012
TH,41,121,3.0,2012
Deutschland ,41,121,3.0,2012
Ausland,,,,2012
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,2012
Deutschland ,2732,18378,6.7,2101
Ausland,145,1130,7.8,2101
BW,361,2816,7.8,2101
Deutschland ,349,2682,7.7,2101
Ausland,12,134,11.2,2101
BY,414,1671,4.0,2101
Deutschland ,392,1572,4.0,2101
Ausland,22,99,4.5,2101
BE,,,,2101
Deutschland ,,,,2101
Ausland,,,,2101
BR,37,171,4.6,2101
Deutschland ,37,171,4.6,2101
Ausland,,,,2101
HB,,,,2101
Deutschland ,,,,2101
Ausland,,,,2101
HH,37,98,2.6,2101
Deutschland ,,,,2101
Ausland,,,,2101
HE,500,1252,2.5,2101
Deutschland ,,,,2101
Ausland,,,,2101
MV,,,,2101
Deutschland ,,,,2101
Ausland,,,,2101
NI,157,2471,15.7,2101
Deutschland ,140,1984,14.2,2101
Ausland,17,487,28.6,2101
NW,645,3224,5.0,2101
Deutschland ,,,,2101
Ausland,,,,2101
RP,25,101,4.0,2101
Deutschland ,25,101,4.0,2101
Ausland,,,,2101
SL,,,,2101
Deutschland ,,,,2101
Ausland,,,,2101
SN,,,,2101
Deutschland ,,,,2101
Ausland,,,,2101
ST,44,544,12.4,2101
Deutschland ,44,544,12.4,2101
Ausland,,,,2101
Schleswig Holstein,550,5352,9.7,2101
Deutschland ,,,,2101
Ausland,,,,2101
TH,18,86,4.8,2101
Deutschland ,,,,2101
Ausland,,,,2101
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,2101
Deutschland ,8129,39809,4.9,2103
Ausland,162,2075,12.8,2103
BW,656,3946,6.0,2103
Deutschland ,,,,2103
Ausland,,,,2103
BY,1163,4868,4.2,2103
Deutschland ,1152,4664,4.0,2103
Ausland,11,204,18.5,2103
BE,,,,2103
Deutschland ,,,,2103
Ausland,,,,2103
BR,61,431,7.1,2103
Deutschland ,,,,2103
Ausland,,,,2103
HB,,,,2103
Deutschland ,,,,2103
Ausland,,,,2103
HH,,,,2103
Deutschland ,,,,2103
Ausland,,,,2103
HE,1080,1714,1.6,2103
Deutschland ,,,,2103
Ausland,,,,2103
MV,,,,2103
Deutschland ,,,,2103
Ausland,,,,2103
NI,2646,16819,6.4,2103
Deutschland ,2610,16100,6.2,2103
Ausland,36,719,20.0,2103
NW,870,3918,4.5,2103
Deutschland ,,,,2103
Ausland,,,,2103
RP,47,203,4.3,2103
Deutschland ,,,,2103
Ausland,,,,2103
SL,,,,2103
Deutschland ,,,,2103
Ausland,,,,2103
SN,35,317,9.1,2103
Deutschland ,,,,2103
Ausland,,,,2103
ST,163,1150,7.1,2103
Deutschland ,132,863,6.5,2103
Ausland,31,287,9.3,2103
Schleswig Holstein,1213,5781,4.8,2103
Deutschland ,,,,2103
Ausland,,,,2103
TH,50,199,4.0,2103
Deutschland ,,,,2103
Ausland,,,,2103
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,2103
Deutschland ,16340,71904,4.4,2104
Ausland,213,2268,10.6,2104
BW,816,4672,5.7,2104
