land,wohnsitz,jahr,monat,ankuenfte_anzahl,ankuenfte_veraenderung_zum_vorjahreszeitraum_prozent,uebernachtungen_anzahl,uebernachtungen_veraenderung_zum_vorjahreszeitraum_prozent,durchsch_aufenthaltsdauer_tage
Hamburg,Ausland,2008,Juni,1341.0,1.2,2154.0,2.6,1.6
Hamburg,Gesamt,2008,Juni,5048.0,18.6,8841.0,5.0,1.8
Niedersachsen,Inland,2008,Juni,82518.0,7.9,352040.0,4.6,4.3
Niedersachsen,Ausland,2008,Juni,18048.0,30.0,43413.0,29.7,2.4
Niedersachsen,Gesamt,2008,Juni,100566.0,11.3,395453.0,6.9,3.9
Bremen,Inland,2008,Juni,2224.0,.,4096.0,703.1,1.8
Bremen,Ausland,2008,Juni,158.0,172.4,304.0,181.5,1.9
Bremen,Gesamt,2008,Juni,2382.0,860.5,4400.0,612.0,1.8
Nordrhein-Westfalen,Inland,2008,Juni,43338.0,2.8,98933.0,-13.1,2.3
Nordrhein-Westfalen,Ausland,2008,Juni,8881.0,19.9,25353.0,7.9,2.9
Nordrhein-Westfalen,Gesamt,2008,Juni,52219.0,5.4,124286.0,-9.5,2.4
Hessen,Inland,2008,Juni,40424.0,-9.4,128399.0,5.1,3.2
Hessen,Ausland,2008,Juni,8870.0,0.4,22728.0,7.4,2.6
Hessen,Gesamt,2008,Juni,49294.0,-7.8,151127.0,5.4,3.1
Rheinland-Pfalz,Inland,2008,Juni,39475.0,-21.2,112394.0,-27.3,2.8
Rheinland-Pfalz,Ausland,2008,Juni,28185.0,2.8,93355.0,1.8,3.3
Rheinland-Pfalz,Gesamt,2008,Juni,67660.0,-12.7,205749.0,-16.5,3.0
Baden-Württemberg,Inland,2008,Juni,64663.0,-11.2,211339.0,-22.3,3.3
Baden-Württemberg,Ausland,2008,Juni,32902.0,4.7,81613.0,2.2,2.5
Baden-Württemberg,Gesamt,2008,Juni,97565.0,-6.4,292952.0,-16.8,3.0
Bayern,Inland,2008,Juni,98944.0,-20.9,351802.0,-27.9,3.6
Bayern,Ausland,2008,Juni,41841.0,11.7,85144.0,3.8,2.0
Bayern,Gesamt,2008,Juni,140785.0,-13.4,436946.0,-23.4,3.1
Saarland,Inland,2008,Juni,3280.0,-21.4,9729.0,5.1,3.0
Saarland,Ausland,2008,Juni,898.0,14.2,1780.0,13.5,2.0
Saarland,Gesamt,2008,Juni,4178.0,-15.7,11509.0,6.3,2.8
Berlin,Inland,2008,Juni,1605.0,-11.2,5090.0,-21.7,3.2
Berlin,Ausland,2008,Juni,1230.0,1.2,3738.0,11.7,3.0
Berlin,Gesamt,2008,Juni,2835.0,-6.2,8828.0,-10.3,3.1
Brandenburg,Inland,2008,Juni,29256.0,-4.5,74393.0,-1.1,2.5
Brandenburg,Ausland,2008,Juni,4041.0,10.7,11051.0,16.3,2.7
Brandenburg,Gesamt,2008,Juni,33297.0,-2.9,85444.0,0.9,2.6
Mecklenburg-Vorpommern,Inland,2008,Juni,95943.0,15.1,407615.0,21.5,4.2
Mecklenburg-Vorpommern,Ausland,2008,Juni,9073.0,41.9,30601.0,55.6,3.4
Mecklenburg-Vorpommern,Gesamt,2008,Juni,105016.0,17.0,438216.0,23.4,4.2
Sachsen,Inland,2008,Juni,19224.0,-7.1,46942.0,-20.6,2.4
Sachsen,Ausland,2008,Juni,3922.0,12.1,10505.0,-8.3,2.7
Sachsen,Gesamt,2008,Juni,23146.0,-4.3,57447.0,-18.6,2.5
Sachsen-Anhalt,Inland,2008,Juni,12922.0,19.5,29313.0,13.6,2.3
Sachsen-Anhalt,Ausland,2008,Juni,2891.0,23.4,6305.0,33.3,2.2
Sachsen-Anhalt,Gesamt,2008,Juni,15813.0,20.2,35618.0,16.6,2.3
Thüringen,Inland,2008,Juni,10220.0,-5.8,24741.0,-5.9,2.4
Thüringen,Ausland,2008,Juni,2512.0,4.4,7286.0,17.8,2.9
Thüringen,Gesamt,2008,Juni,12732.0,-3.9,32027.0,-1.4,2.5
Gesamt,Inland,2008,Juni,626746.0,-1.4,2167003.0,-7.0,3.5
Gesamt,Ausland,2008,Juni,173480.0,11.3,445134.0,9.1,2.6
Gesamt,Gesamt,2008,Juni,800226.0,1.1,2612137.0,-4.6,3.3
Schleswig-Holstein,Inland,2008,August,154394.0,25.5,762137.0,1.0,4.9
Schleswig-Holstein,Ausland,2008,August,12567.0,4.8,28853.0,1.2,2.3
Schleswig-Holstein,Gesamt,2008,August,166961.0,23.7,790990.0,1.0,4.7
Hamburg,Inland,2008,August,5577.0,13.9,11609.0,22.6,2.1
Hamburg,Ausland,2008,August,1713.0,-1.5,3031.0,8.9,1.8
Hamburg,Gesamt,2008,August,7290.0,9.8,14640.0,19.5,2.0
Niedersachsen,Inland,2008,August,136835.0,0.7,636278.0,-2.6,4.6
Niedersachsen,Ausland,2008,August,24112.0,11.4,70493.0,1.0,2.9
Niedersachsen,Gesamt,2008,August,160947.0,2.2,706771.0,-2.2,4.4
Bremen,Inland,2008,August,2869.0,446.5,5338.0,385.3,1.9
Bremen,Ausland,2008,August,327.0,483.9,599.0,101.7,1.8
Bremen,Gesamt,2008,August,3196.0,450.1,5937.0,325.0,1.9
Nordrhein-Westfalen,Inland,2008,August,61507.0,20.5,155992.0,8.6,2.5
Nordrhein-Westfalen,Ausland,2008,August,15080.0,-3.2,48854.0,-12.9,3.2
Nordrhein-Westfalen,Gesamt,2008,August,76587.0,14.9,204846.0,2.6,2.7
Hessen,Inland,2008,August,52952.0,-16.4,157326.0,-14.0,3.0
Hessen,Ausland,2008,August,14307.0,-1.6,40944.0,16.8,2.9
Hessen,Gesamt,2008,August,67259.0,-13.6,198270.0,-9.0,2.9
Rheinland-Pfalz,Inland,2008,August,58007.0,6.4,173882.0,-0.2,3.0
Rheinland-Pfalz,Ausland,2008,August,47873.0,-1.8,199135.0,-4.8,4.2
Rheinland-Pfalz,Gesamt,2008,August,105880.0,2.6,373017.0,-2.7,3.5
Baden-Württemberg,Inland,2008,August,139832.0,10.8,593223.0,6.7,4.2
Baden-Württemberg,Ausland,2008,August,68140.0,0.9,205611.0,-4.0,3.0
Baden-Württemberg,Gesamt,2008,August,207972.0,7.3,798834.0,3.7,3.8
Bayern,Inland,2008,August,215953.0,17.4,911475.0,6.4,4.2
Bayern,Ausland,2008,August,83121.0,-2.9,195207.0,-7.0,2.3
Bayern,Gesamt,2008,August,299074.0,11.0,1106682.0,3.7,3.7
Saarland,Inland,2008,August,3961.0,-28.6,11081.0,-48.1,2.8
Saarland,Ausland,2008,August,1692.0,20.8,3829.0,11.6,2.3
Saarland,Gesamt,2008,August,5653.0,-18.6,14910.0,-39.9,2.6
Berlin,Inland,2008,August,4144.0,42.6,10768.0,16.5,2.6
Berlin,Ausland,2008,August,4246.0,21.4,12919.0,23.3,3.0
Berlin,Gesamt,2008,August,8390.0,31.0,23687.0,20.1,2.8
Brandenburg,Inland,2008,August,66000.0,-3.5,224982.0,-3.7,3.4
Brandenburg,Ausland,2008,August,5622.0,-0.5,14756.0,-3.4,2.6
Brandenburg,Gesamt,2008,August,71622.0,-3.3,239738.0,-3.6,3.3
Mecklenburg-Vorpommern,Inland,2008,August,242647.0,-0.3,1170536.0,-3.3,4.8
Mecklenburg-Vorpommern,Ausland,2008,August,10775.0,8.3,36589.0,17.5,3.4
Mecklenburg-Vorpommern,Gesamt,2008,August,253422.0,0.0,1207125.0,-2.8,4.8
Sachsen,Inland,2008,August,34452.0,-7.2,108328.0,-10.1,3.1
Sachsen,Ausland,2008,August,5898.0,-7.5,16366.0,-7.0,2.8
Sachsen,Gesamt,2008,August,40350.0,-7.3,124694.0,-9.7,3.1
Sachsen-Anhalt,Inland,2008,August,20445.0,-2.2,51783.0,-12.5,2.5
Sachsen-Anhalt,Ausland,2008,August,3932.0,14.0,7690.0,3.7,2.0
Sachsen-Anhalt,Gesamt,2008,August,24377.0,0.1,59473.0,-10.7,2.4
Thüringen,Inland,2008,August,126896.0,30.3,336061.0,14.9,2.6
Thüringen,Ausland,2008,August,3954.0,-6.9,11228.0,0.1,2.8
Thüringen,Gesamt,2008,August,130850.0,28.7,347289.0,14.4,2.7
Gesamt,Inland,2008,August,1326471.0,8.8,5320799.0,0.8,4.0
Gesamt,Ausland,2008,August,303359.0,0.4,896104.0,-2.9,3.0
Gesamt,Gesamt,2008,August,1629830.0,7.1,6216903.0,0.3,3.8
Schleswig-Holstein,Inland,2008,September,55708.0,64.5,190854.0,5.6,3.4
Schleswig-Holstein,Ausland,2008,September,3858.0,18.9,8385.0,14.3,2.2
Schleswig-Holstein,Gesamt,2008,September,59566.0,60.5,199239.0,5.9,3.3
Hamburg,Inland,2008,September,2945.0,36.9,5148.0,15.9,1.7
Hamburg,Ausland,2008,September,451.0,12.5,748.0,8.7,1.7
Hamburg,Gesamt,2008,September,3396.0,33.1,5896.0,14.9,1.7
Niedersachsen,Inland,2008,September,53514.0,7.3,210929.0,-0.3,3.9
Niedersachsen,Ausland,2008,September,11794.0,73.4,22531.0,19.1,1.9
Niedersachsen,Gesamt,2008,September,65308.0,15.2,233460.0,1.3,3.6
Bremen,Inland,2008,September,2174.0,566.9,4183.0,325.5,1.9
Bremen,Ausland,2008,September,118.0,107.0,231.0,63.8,2.0
Bremen,Gesamt,2008,September,2292.0,498.4,4414.0,292.7,1.9
Nordrhein-Westfalen,Inland,2008,September,28650.0,17.7,68154.0,-8.9,2.4
Nordrhein-Westfalen,Ausland,2008,September,6479.0,23.6,17248.0,2.8,2.7
Nordrhein-Westfalen,Gesamt,2008,September,35129.0,18.8,85402.0,-6.8,2.4
Hessen,Inland,2008,September,21949.0,-4.1,61518.0,-5.7,2.8
Hessen,Ausland,2008,September,4485.0,1.7,11213.0,6.8,2.5
Hessen,Gesamt,2008,September,26434.0,-3.2,72731.0,-3.9,2.8
Rheinland-Pfalz,Inland,2008,September,36955.0,-10.0,118396.0,-7.0,3.2
Rheinland-Pfalz,Ausland,2008,September,23701.0,5.6,88330.0,4.6,3.7
Rheinland-Pfalz,Gesamt,2008,September,60656.0,-4.5,206726.0,-2.4,3.4
Baden-Württemberg,Inland,2008,September,52284.0,4.7,217937.0,7.3,4.2
Baden-Württemberg,Ausland,2008,September,19765.0,17.9,52644.0,20.0,2.7
Baden-Württemberg,Gesamt,2008,September,72049.0,8.0,270581.0,9.6,3.8
Bayern,Inland,2008,September,82318.0,12.3,356285.0,12.9,4.3
Bayern,Ausland,2008,September,27559.0,7.9,66547.0,13.0,2.4
Bayern,Gesamt,2008,September,109877.0,11.1,422832.0,12.9,3.8
Saarland,Inland,2008,September,1439.0,-2.0,3103.0,-26.9,2.2
Saarland,Ausland,2008,September,438.0,-21.2,920.0,-26.0,2.1
Saarland,Gesamt,2008,September,1877.0,-7.3,4023.0,-26.7,2.1
Berlin,Inland,2008,September,1373.0,-5.1,5361.0,11.5,3.9
Berlin,Ausland,2008,September,1155.0,62.0,4391.0,92.3,3.8
Berlin,Gesamt,2008,September,2528.0,17.0,9752.0,37.5,3.9
Brandenburg,Inland,2008,September,15060.0,3.9,44880.0,6.0,3.0
Brandenburg,Ausland,2008,September,1667.0,-10.4,5077.0,-1.6,3.0
Brandenburg,Gesamt,2008,September,16727.0,2.3,49957.0,5.2,3.0
Mecklenburg-Vorpommern,Inland,2008,September,54815.0,8.6,237737.0,6.9,4.3
Mecklenburg-Vorpommern,Ausland,2008,September,3404.0,40.3,10746.0,53.6,3.2
Mecklenburg-Vorpommern,Gesamt,2008,September,58219.0,10.0,248483.0,8.4,4.3
Sachsen,Inland,2008,September,10066.0,-16.9,31178.0,-17.8,3.1
Sachsen,Ausland,2008,September,1299.0,-3.6,4080.0,-0.8,3.1
Sachsen,Gesamt,2008,September,11365.0,-15.6,35258.0,-16.1,3.1
Sachsen-Anhalt,Inland,2008,September,7699.0,27.4,19221.0,21.7,2.5
Sachsen-Anhalt,Ausland,2008,September,828.0,-1.7,1914.0,-1.5,2.3
Sachsen-Anhalt,Gesamt,2008,September,8527.0,23.8,21135.0,19.2,2.5
Thüringen,Inland,2008,September,5630.0,-1.5,15844.0,-3.9,2.8
Thüringen,Ausland,2008,September,1030.0,-31.6,3305.0,-17.1,3.2
Thüringen,Gesamt,2008,September,6660.0,-7.8,19149.0,-6.5,2.9
Gesamt,Inland,2008,September,432579.0,11.1,1590728.0,4.1,3.7
Gesamt,Ausland,2008,September,108031.0,14.7,298310.0,11.6,2.8
Gesamt,Gesamt,2008,September,540610.0,11.8,1889038.0,5.2,3.5
Schleswig-Holstein,Inland,2008,Oktober,28162.0,89.1,94326.0,8.0,3.3
Schleswig-Holstein,Ausland,2008,Oktober,1978.0,18.6,4815.0,28.2,2.4
Schleswig-Holstein,Gesamt,2008,Oktober,30140.0,82.0,99141.0,8.8,3.3
Hamburg,Inland,2008,Oktober,2338.0,46.6,5555.0,57.3,2.4
Hamburg,Ausland,2008,Oktober,230.0,-6.5,499.0,43.8,2.2
Hamburg,Gesamt,2008,Oktober,2568.0,39.5,6054.0,56.1,2.4
Niedersachsen,Inland,2008,Oktober,42240.0,20.5,195597.0,6.5,4.6
Niedersachsen,Ausland,2008,Oktober,2805.0,-12.9,7001.0,-15.6,2.5
Niedersachsen,Gesamt,2008,Oktober,45045.0,17.7,202598.0,5.6,4.5
Bremen,Inland,2008,Oktober,1935.0,497.2,3669.0,274.0,1.9
Bremen,Ausland,2008,Oktober,85.0,19.7,174.0,4.2,2.0
Bremen,Gesamt,2008,Oktober,2020.0,411.4,3843.0,234.8,1.9
Nordrhein-Westfalen,Inland,2008,Oktober,19471.0,42.4,57912.0,9.8,3.0
Nordrhein-Westfalen,Ausland,2008,Oktober,3280.0,22.4,8990.0,2.9,2.7
Nordrhein-Westfalen,Gesamt,2008,Oktober,22751.0,39.1,66902.0,8.9,2.9
Hessen,Inland,2008,Oktober,14648.0,13.3,44908.0,15.5,3.1
Hessen,Ausland,2008,Oktober,1527.0,48.7,3509.0,26.5,2.3
Hessen,Gesamt,2008,Oktober,16175.0,15.9,48417.0,16.2,3.0
Rheinland-Pfalz,Inland,2008,Oktober,30510.0,4.8,100729.0,4.8,3.3
Rheinland-Pfalz,Ausland,2008,Oktober,11204.0,2.2,42197.0,0.7,3.8
Rheinland-Pfalz,Gesamt,2008,Oktober,41714.0,4.1,142926.0,3.5,3.4
Baden-Württemberg,Inland,2008,Oktober,32154.0,10.9,132600.0,1.8,4.1
Baden-Württemberg,Ausland,2008,Oktober,9321.0,50.6,23530.0,19.6,2.5
Baden-Württemberg,Gesamt,2008,Oktober,41475.0,17.9,156130.0,4.2,3.8
Bayern,Inland,2008,Oktober,47073.0,8.6,202764.0,0.5,4.3
Bayern,Ausland,2008,Oktober,9373.0,-10.5,25174.0,-13.0,2.7
Bayern,Gesamt,2008,Oktober,56446.0,4.9,227938.0,-1.2,4.0
Saarland,Inland,2008,Oktober,708.0,-18.8,1952.0,-48.4,2.8
Saarland,Ausland,2008,Oktober,196.0,168.5,398.0,226.2,2.0
Saarland,Gesamt,2008,Oktober,904.0,-4.3,2350.0,-39.9,2.6
Berlin,Inland,2008,Oktober,994.0,7.9,4285.0,13.5,4.3
Berlin,Ausland,2008,Oktober,415.0,29.7,1494.0,52.4,3.6
Berlin,Gesamt,2008,Oktober,1409.0,13.5,5779.0,21.5,4.1
Brandenburg,Inland,2008,Oktober,6916.0,17.2,21769.0,12.5,3.1
Brandenburg,Ausland,2008,Oktober,602.0,68.2,1716.0,69.2,2.9
Brandenburg,Gesamt,2008,Oktober,7518.0,20.1,23485.0,15.3,3.1
Mecklenburg-Vorpommern,Inland,2008,Oktober,21433.0,11.7,97754.0,14.7,4.6
Mecklenburg-Vorpommern,Ausland,2008,Oktober,636.0,-4.1,1810.0,7.7,2.8
Mecklenburg-Vorpommern,Gesamt,2008,Oktober,22069.0,11.2,99564.0,14.6,4.5
Sachsen,Inland,2008,Oktober,6343.0,1.1,22443.0,3.1,3.5
Sachsen,Ausland,2008,Oktober,296.0,-12.4,1063.0,10.3,3.6
Sachsen,Gesamt,2008,Oktober,6639.0,0.4,23506.0,3.4,3.5
Sachsen-Anhalt,Inland,2008,Oktober,4198.0,29.2,12534.0,21.6,3.0
Sachsen-Anhalt,Ausland,2008,Oktober,268.0,32.0,786.0,79.0,2.9
Sachsen-Anhalt,Gesamt,2008,Oktober,4466.0,29.4,13320.0,23.9,3.0
Thüringen,Inland,2008,Oktober,2903.0,-2.8,8189.0,-7.9,2.8
Thüringen,Ausland,2008,Oktober,229.0,-16.7,569.0,-16.1,2.5
Thüringen,Gesamt,2008,Oktober,3132.0,-4.0,8758.0,-8.5,2.8
Gesamt,Inland,2008,Oktober,262026.0,19.5,1006986.0,6.2,3.8
Gesamt,Ausland,2008,Oktober,42445.0,9.5,123725.0,2.7,2.9
Gesamt,Gesamt,2008,Oktober,304471.0,18.0,1130711.0,5.8,3.7
Schleswig-Holstein,Inland,2008,November,3792.0,285.4,6001.0,84.8,1.6
Schleswig-Holstein,Ausland,2008,November,380.0,134.6,869.0,224.3,2.3
Schleswig-Holstein,Gesamt,2008,November,4172.0,264.0,6870.0,95.4,1.6
Hamburg,Inland,2008,November,826.0,-29.2,1314.0,-44.5,1.6
Hamburg,Ausland,2008,November,.,.,.,.,.
Hamburg,Gesamt,2008,November,826.0,-29.5,1314.0,-44.7,1.6
Niedersachsen,Inland,2008,November,6342.0,2.7,20046.0,-16.3,3.2
Niedersachsen,Ausland,2008,November,505.0,3.1,1157.0,-10.4,2.3
Niedersachsen,Gesamt,2008,November,6847.0,2.7,21203.0,-16.0,3.1
Bremen,Inland,2008,November,883.0,.,1648.0,583.8,1.9
Bremen,Ausland,2008,November,12.0,200.0,27.0,92.9,2.3
Bremen,Gesamt,2008,November,895.0,.,1675.0,556.9,1.9
Nordrhein-Westfalen,Inland,2008,November,5386.0,37.3,13068.0,-5.0,2.4
Nordrhein-Westfalen,Ausland,2008,November,984.0,32.3,2231.0,-11.5,2.3
Nordrhein-Westfalen,Gesamt,2008,November,6370.0,36.5,15299.0,-6.0,2.4
Hessen,Inland,2008,November,3370.0,3.2,10329.0,-10.8,3.1
Hessen,Ausland,2008,November,248.0,226.3,480.0,108.7,1.9
Hessen,Gesamt,2008,November,3618.0,8.2,10809.0,-8.5,3.0
Rheinland-Pfalz,Inland,2008,November,2947.0,-12.6,7050.0,-17.8,2.4
Rheinland-Pfalz,Ausland,2008,November,723.0,14.9,3117.0,42.7,4.3
Rheinland-Pfalz,Gesamt,2008,November,3670.0,-8.2,10167.0,-5.5,2.8
Baden-Württemberg,Inland,2008,November,6438.0,17.7,26417.0,-4.0,4.1
Baden-Württemberg,Ausland,2008,November,1964.0,43.8,4717.0,16.0,2.4
Baden-Württemberg,Gesamt,2008,November,8402.0,22.9,31134.0,-1.4,3.7
Bayern,Inland,2008,November,7735.0,11.8,38814.0,-4.3,5.0
Bayern,Ausland,2008,November,615.0,-35.1,1829.0,-36.1,3.0
Bayern,Gesamt,2008,November,8350.0,6.2,40643.0,-6.4,4.9
Saarland,Inland,2008,November,115.0,98.3,437.0,0.2,3.8
Saarland,Ausland,2008,November,39.0,875.0,48.0,100.0,1.2
Saarland,Gesamt,2008,November,154.0,148.4,485.0,5.4,3.1
Berlin,Inland,2008,November,227.0,4.1,861.0,-20.8,3.8
Berlin,Ausland,2008,November,121.0,83.3,386.0,42.4,3.2
Berlin,Gesamt,2008,November,348.0,22.5,1247.0,-8.2,3.6
Brandenburg,Inland,2008,November,335.0,-64.7,1101.0,-75.3,3.3
Brandenburg,Ausland,2008,November,41.0,-24.1,168.0,-52.0,4.1
Brandenburg,Gesamt,2008,November,376.0,-62.5,1269.0,-73.7,3.4
Mecklenburg-Vorpommern,Inland,2008,November,1297.0,0.9,7062.0,5.5,5.4
Mecklenburg-Vorpommern,Ausland,2008,November,14.0,-12.5,130.0,712.5,9.3
Mecklenburg-Vorpommern,Gesamt,2008,November,1311.0,0.7,7192.0,7.2,5.5
Sachsen,Inland,2008,November,1228.0,127.0,2638.0,72.8,2.1
Sachsen,Ausland,2008,November,83.0,9.2,127.0,-18.1,1.5
Sachsen,Gesamt,2008,November,1311.0,112.5,2765.0,64.4,2.1
Sachsen-Anhalt,Inland,2008,November,504.0,35.5,2604.0,122.4,5.2
Sachsen-Anhalt,Ausland,2008,November,21.0,10.5,84.0,133.3,4.0
Sachsen-Anhalt,Gesamt,2008,November,525.0,34.3,2688.0,122.7,5.1
Thüringen,Inland,2008,November,424.0,9.0,1262.0,7.7,3.0
Thüringen,Ausland,2008,November,13.0,-38.1,59.0,11.3,4.5
Thüringen,Gesamt,2008,November,437.0,6.6,1321.0,7.8,3.0
Gesamt,Inland,2008,November,41849.0,19.0,140652.0,-5.2,3.4
Gesamt,Ausland,2008,November,5763.0,23.2,15429.0,7.5,2.7
Gesamt,Gesamt,2008,November,47612.0,19.5,156081.0,-4.1,3.3
Schleswig-Holstein,Inland,2008,Dezember,4796.0,288.3,9261.0,119.5,1.9
Schleswig-Holstein,Ausland,2008,Dezember,452.0,167.5,1002.0,122.7,2.2
Schleswig-Holstein,Gesamt,2008,Dezember,5248.0,273.8,10263.0,119.8,2.0
Hamburg,Inland,2008,Dezember,.,.,.,.,.
Hamburg,Ausland,2008,Dezember,.,.,.,.,.
Hamburg,Gesamt,2008,Dezember,.,.,.,.,.
Niedersachsen,Inland,2008,Dezember,7462.0,6.6,30947.0,-2.5,4.1
Niedersachsen,Ausland,2008,Dezember,388.0,23.6,1438.0,49.2,3.7
Niedersachsen,Gesamt,2008,Dezember,7850.0,7.3,32385.0,-1.0,4.1
Bremen,Inland,2008,Dezember,1066.0,.,1889.0,690.4,1.8
Bremen,Ausland,2008,Dezember,6.0,0.0,13.0,-38.1,2.2
Bremen,Gesamt,2008,Dezember,1072.0,.,1902.0,631.5,1.8
Nordrhein-Westfalen,Inland,2008,Dezember,7330.0,44.2,18147.0,3.9,2.5
Nordrhein-Westfalen,Ausland,2008,Dezember,1511.0,16.0,3407.0,-13.9,2.3
Nordrhein-Westfalen,Gesamt,2008,Dezember,8841.0,38.4,21554.0,0.6,2.4
Hessen,Inland,2008,Dezember,3526.0,-3.5,12156.0,-17.4,3.4
Hessen,Ausland,2008,Dezember,225.0,52.0,748.0,29.0,3.3
Hessen,Gesamt,2008,Dezember,3751.0,-1.4,12904.0,-15.6,3.4
Rheinland-Pfalz,Inland,2008,Dezember,1957.0,-7.1,5933.0,-2.6,3.0
Rheinland-Pfalz,Ausland,2008,Dezember,627.0,-18.1,2352.0,-6.1,3.8
Rheinland-Pfalz,Gesamt,2008,Dezember,2584.0,-10.0,8285.0,-3.6,3.2
Baden-Württemberg,Inland,2008,Dezember,6224.0,10.4,29246.0,7.3,4.7
Baden-Württemberg,Ausland,2008,Dezember,2205.0,23.3,5746.0,10.2,2.6
Baden-Württemberg,Gesamt,2008,Dezember,8429.0,13.5,34992.0,7.7,4.2
Bayern,Inland,2008,Dezember,13896.0,26.3,82294.0,22.6,5.9
Bayern,Ausland,2008,Dezember,2009.0,28.9,5820.0,-13.3,2.9
Bayern,Gesamt,2008,Dezember,15905.0,26.7,88114.0,19.4,5.5
Saarland,Inland,2008,Dezember,71.0,238.1,241.0,141.0,3.4
Saarland,Ausland,2008,Dezember,4.0,.,4.0,.,1.0
Saarland,Gesamt,2008,Dezember,75.0,257.1,245.0,145.0,3.3
Berlin,Inland,2008,Dezember,136.0,49.5,545.0,21.9,4.0
Berlin,Ausland,2008,Dezember,114.0,142.6,263.0,69.7,2.3
Berlin,Gesamt,2008,Dezember,250.0,81.2,808.0,34.2,3.2
Brandenburg,Inland,2008,Dezember,472.0,39.2,1223.0,52.5,2.6
Brandenburg,Ausland,2008,Dezember,21.0,110.0,83.0,295.2,4.0
Brandenburg,Gesamt,2008,Dezember,493.0,41.3,1306.0,58.7,2.6
Mecklenburg-Vorpommern,Inland,2008,Dezember,2357.0,37.4,10041.0,37.7,4.3
Mecklenburg-Vorpommern,Ausland,2008,Dezember,18.0,100.0,46.0,253.8,2.6
Mecklenburg-Vorpommern,Gesamt,2008,Dezember,2375.0,37.8,10087.0,38.0,4.2
Sachsen,Inland,2008,Dezember,1304.0,-9.4,4999.0,-13.9,3.8
Sachsen,Ausland,2008,Dezember,22.0,-15.4,57.0,-50.0,2.6
Sachsen,Gesamt,2008,Dezember,1326.0,-9.5,5056.0,-14.6,3.8
Sachsen-Anhalt,Inland,2008,Dezember,802.0,69.6,2640.0,13.0,3.3
Sachsen-Anhalt,Ausland,2008,Dezember,34.0,209.1,137.0,71.3,4.0
Sachsen-Anhalt,Gesamt,2008,Dezember,836.0,72.7,2777.0,14.9,3.3
Thüringen,Inland,2008,Dezember,524.0,5.6,2272.0,40.3,4.3
Thüringen,Ausland,2008,Dezember,31.0,181.8,95.0,295.8,3.1
Thüringen,Gesamt,2008,Dezember,555.0,9.5,2367.0,44.1,4.3
Gesamt,Inland,2008,Dezember,51923.0,28.6,211834.0,13.1,4.1
Gesamt,Ausland,2008,Dezember,7667.0,24.3,21211.0,1.9,2.8
Gesamt,Gesamt,2008,Dezember,59590.0,28.1,233045.0,12.0,3.9
